5.238311068993526005e-03,4.724409422137347374e-03,5.238311069809726411e-03,4.724409422953547780e-03,1.525821172552210055e-03,1.353688658776611197e-03,1.507549475675141809e-03,1.353128956976902119e-03,2.204934453118131531e-03,2.017586008271584404e-03,5.967648043371236336e-09,5.798112249499895124e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.162006218338758871e-13,8.162006218338758871e-13
1.915781563512989061e-01,2.122673167640166947e-01,1.915781563521342656e-01,2.122673167648520542e-01,4.481903291885714789e-04,5.250872521464364706e-04,5.058274700841225956e-04,5.896158729016842421e-04,1.906241348838039473e-01,2.111526096961950372e-01,3.668222249650496203e-09,3.942773532787708919e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.353472243048794825e-13,8.353472243048794825e-13
2.378497599273144414e-01,2.616342193218325063e-01,2.378497599281526043e-01,2.616342193226706692e-01,5.065417296356193935e-04,4.837905025754655661e-04,5.642241075865672565e-04,5.644268443561830956e-04,2.367789902290265425e-01,2.605859979415758865e-01,3.861065711266758352e-09,4.033324938512452121e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.381516463484018573e-13,8.381516463484018573e-13
5.741846694833427911e-01,5.595691922289154352e-01,5.741846694841902243e-01,5.595691922297628684e-01,3.309905980803475359e-04,3.523026435160624072e-04,4.452361500110082852e-04,5.001379381441909116e-04,5.734084392458109747e-01,5.587167477437467999e-01,3.489440516300855475e-09,3.903508445762453209e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.473816613163871611e-13,8.473816613163871611e-13
1.801206127818853364e+00,1.641738308411732072e+00,1.801206127819722891e+00,1.641738308412601599e+00,8.297660771206406133e-05,8.706464078265331629e-05,8.166332714818054462e-04,8.159693566042518177e-04,1.800306515409314301e+00,1.640835271858826827e+00,2.530345270134287681e-09,2.555518161710293890e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.694534490776675337e-13,8.694534490776675337e-13
2.984404410387895723e+00,2.511372714723926869e+00,2.984404410388776796e+00,2.511372714724807942e+00,8.609515936737728115e-06,8.816367780533377070e-06,1.685432088942670449e-03,1.473154413634898425e-03,2.982710368054298566e+00,2.509890743168428973e+00,7.287176836406688379e-10,7.740824844026871772e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.810195893627418552e-13,8.810195893627418552e-13
2.687624577873675147e+00,2.457529096351371400e+00,2.687624577874556220e+00,2.457529096352252473e+00,2.002337119215939986e-06,2.088678566603547370e-06,1.558573453248294962e-03,1.442393990405060411e-03,2.686064001554863800e+00,2.456084613124375426e+00,5.284440156060005662e-10,5.580241189906002382e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.811705850955827645e-13,8.811705850955827645e-13
2.620884177693873163e+00,2.489311256233197600e+00,2.620884177694755124e+00,2.489311256234079561e+00,1.115784005552134693e-06,1.007265387311528118e-06,1.594149681570018956e-03,1.450487503901406149e-03,2.619288911684431564e+00,2.487859760894382877e+00,5.438659390994137389e-10,5.695261363741141348e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.820089405323259733e-13,8.820089405323259733e-13
2.386452080847235813e+00,2.496210143707520146e+00,2.386452080848118218e+00,2.496210143708402551e+00,6.022724013916811442e-07,6.919807178817018337e-07,1.315636984040201990e-03,1.447284604869425884e-03,2.385135841100798348e+00,2.494762166555248406e+00,4.899962170664027976e-10,5.666845686499328180e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.823307940160293341e-13,8.823307940160293341e-13
2.360319807630969269e+00,2.493314368681419868e+00,2.360319807631851674e+00,2.493314368682302273e+00,5.894925507470370074e-07,5.804669685184821238e-07,1.379378157968897626e-03,1.437808905632601084e-03,2.358939839489355261e+00,2.491875978770724309e+00,4.910944577312681819e-10,5.380946202415733977e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.825290299946771071e-13,8.825290299946771071e-13
2.623826958002270615e+00,2.495436473177164327e+00,2.623826958003153464e+00,2.495436473178047176e+00,4.996151320436562830e-07,4.562353116256056162e-07,1.507568436954188689e-03,1.441253136429114078e-03,2.622318889509967388e+00,2.493994763269181458e+00,4.402171268966481852e-10,5.362422431843132987e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.828602391071901926e-13,8.828602391071901926e-13
2.289903215319256002e+00,2.501903649148508268e+00,2.289903215320139296e+00,2.501903649149391562e+00,3.865037298946332881e-07,3.694197568134258002e-07,1.336222906368630730e-03,1.442996393782078335e-03,2.288566605430717882e+00,2.500460282798324219e+00,4.784393696490576028e-10,5.366448320818984467e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.831289179674975168e-13,8.831289179674975168e-13
