1.256343318353655113e-02,2.255680221115760609e-03
7.320228243643490951e-02,4.729636275076596480e-02
-3.153599862351710859e-02,5.104051386292038361e-02
2.012669070223431778e-01,-6.575982179759383775e-03
4.778010488040971421e-02,1.094676539630784137e-02
-1.485384669418115811e-01,1.045998959609335810e-02
2.125798737329097701e-02,-7.015881455830716429e-02
3.688714136929890225e-02,-3.972388047820159945e-02
1.025802805948943658e-02,-6.051393892578542377e-02
3.848415871697546953e-02,-2.921701435794264376e-02
1.830849909080055696e-02,3.957767354686931444e-02
6.674434013095487291e-03,5.512800858716956215e-02
1.947364635961391227e-02,6.845217425564729952e-02
6.460015610839768899e-03,-1.023802259491908735e-02
3.426391771336673164e-02,-7.646547102335511659e-03
5.870431154471641988e-02,-1.325742566111930490e-02
-7.586711633404406852e-02,3.478205430387922709e-02
-4.847055437841597814e-02,7.425001755973067996e-02
-6.318452886697057368e-03,-8.608826871050061919e-03
-6.069187058782132133e-02,6.589609860020793908e-03
6.276711243430524792e-03,5.075643958572163134e-02
-2.231839742458613038e-02,3.861665340796394119e-02
-3.871941983820636340e-02,-2.947581305665679732e-02
-3.199951005041962171e-02,-4.631292523374946207e-02
-1.033911619272361720e-02,7.218311469201285635e-02
5.041789171360183675e-02,8.870392303559479150e-04
-2.142818825366568647e-02,1.722762534819783156e-02
3.790189832271697451e-02,5.532419965390356076e-02
-1.379725886821236112e-02,1.161069915387506410e-02
7.108879749391916469e-02,1.509810922502346879e-02
3.360236422615114904e-02,7.193321189022845730e-02
2.355872197102643895e-01,3.900079212016348273e-02
3.069149339784385186e-02,3.798320072729688412e-02
-7.518421607288781894e-02,-2.543895386776344469e-02
-1.496607960739378407e-01,-3.549270239330652721e-02
2.034313592629996004e-01,-1.848186564985645694e-02
1.991937415836373196e-02,3.587001915722438233e-02
6.188576145142194590e-02,-7.511231953604614701e-03
-3.427888204669337930e-03,-3.670053784245075335e-02
3.198654762835509424e-02,-5.941690178761626501e-02
4.749924709916088922e-02,-5.116590567842940057e-02
8.095557532188239758e-02,-1.833099097880492440e-02
6.260858942146300954e-02,7.366594800455157632e-02
-5.572196320711214623e-02,8.628544803192186516e-03
9.309650131421346939e-03,6.868135351173948466e-03
-5.513147686828932803e-02,7.388918103543236360e-02
4.506353207386692289e-02,1.370566422824124816e-02
-6.116134909229984512e-02,-6.225179259367422113e-02
1.076414379227209617e+00,9.332196647016831673e-03
6.286842537702153066e-02,-7.700925674947890764e-02
2.499029442321209354e-02,1.829540231166914416e-02
-2.798550773174341214e-02,-4.247985001155951679e-02
2.091771749801839622e-02,5.222486209923078194e-03
4.739203697528371340e-02,1.709183303779712379e-02
-6.842022093133716398e-02,-6.915266483022540489e-02
-6.448982777620586304e-02,-3.217160935154543544e-02
5.725885939535829694e-01,-5.246326968224184623e-02
-6.051635788103361391e-02,-3.050596079345574071e-02
1.377445412922222445e-01,1.691757860092334143e-02
4.772672986617840230e-02,4.242413245521881732e-02
5.426587502801717700e-02,5.622821271767694529e-02
-5.547780450881650144e-02,-3.301252736367339680e-02
-2.702886850826087262e-01,-7.401187067661842145e-02
9.946404699207508568e-03,6.424298444358308990e-02
3.144319669656796615e-03,1.204171535766888380e-02
1.007975887346705540e-01,3.613100565011574672e-02
3.844147986148965801e-02,-2.017107984330018117e-02
5.736895588070745067e-02,-5.692650941967508649e-02
-5.152189165014341848e-02,-6.105757666552213275e-02
9.474348815602691154e-01,1.694797451468336644e-02
-4.429146260230573673e-02,5.896748110850176527e-02
7.010151015033933009e-02,9.583415331858146508e-04
-1.623615936269555415e-02,2.308467142912699888e-02
6.403098321906681711e-01,-4.856891058924395904e-02
5.592232084329857439e-02,-5.767733254289145878e-02
5.331126791934940636e-03,-2.561210465115333970e-02
-1.842575766324134473e-02,-6.274134009658838274e-02
3.879317451793266869e-02,7.408900513655396203e-02
3.624614242333681208e-02,-2.063505458243067997e-02
2.467386931722529222e-02,-1.512000714855164449e-02
5.506510712934597346e-02,-5.295398629429188229e-03
4.374740049600796959e-02,-3.474871005190331014e-02
-5.708142287449574810e-03,-2.258876452043824187e-02
-3.383208617077586473e-03,9.050734401671580928e-03
2.087706530003058739e-02,5.130579226327135547e-03
8.711836950479598385e-02,-1.658133681320088024e-02
-5.002142535095856213e-02,-2.334437514848509282e-03
-7.544315848021412863e-02,-1.670149993649667000e-02
5.971183563839250336e-02,1.620754280981819267e-03
3.904488469678556173e-02,-6.129388489101379039e-02
-1.486983550117023378e-01,5.108999966989582510e-03
5.373483252850196762e-02,-2.309531013039941433e-02
1.446477053946873537e-02,5.994350661527706597e-02
7.024065568711397589e-02,-2.843966081592007311e-02
7.378002256771458954e-03,-2.827663670129054035e-02
3.766280507427118701e-02,4.465362231436825757e-02
3.119226429999300693e-02,-4.015685474356599921e-02
3.302575690725460811e-02,4.440422204990730759e-02
3.012661071809796809e-02,1.357654510794239870e-02
