-7.012388388516281601e-02,1.586170123177141691e-02,-3.222633835442013234e-02,-6.022076318868233719e-02,-4.304810876008316294e-03,2.902188231531743420e-02,-1.355248559499205863e-01,-1.930039007187642208e-01,6.941964374678791239e-02,7.912883137765305830e-02
-5.932640613893400139e-02,-3.429678031316268916e-02,-2.541678329023562832e-01,-2.605156024451628083e-01,1.442751157557976144e-02,-1.199898509363396537e-01,3.624581829158747270e-01,2.864747534018892150e-01,-1.397016565403906285e-01,8.972567505538833754e-02
3.772506375728481437e-02,2.235226190028629933e-01,2.925954684004446887e-02,-8.396103134184373928e-02,-1.133339396626423939e-01,2.215285935286482460e-02,1.224078899888381283e-01,-6.731053148312781190e-03,-1.241059625544075617e-01,8.880936170691396125e-02
-7.424854960939851478e-02,-6.402674523281605135e-01,3.509407152945217545e-01,3.134149927336141173e-01,4.364341734994234973e-02,1.321272960443099498e-01,-1.531771402363677481e-01,-2.360271386441533115e-01,3.047665300508447528e-01,-1.135564307911524351e-01
5.718858183872192920e-03,2.780459417500387165e-01,5.241148266359868524e-02,-3.840148195089561067e-01,1.203558735546453595e-01,-1.247216464575370831e-01,8.964206477866246137e-02,-9.939667734669027643e-02,-2.499613347379328054e-01,1.550427404309275697e-02
6.295013519220803155e-02,-1.037384047060607856e-01,1.631509410883381916e-01,5.990051341401151502e-02,1.104915929124104246e-01,-2.362761778248311656e-02,1.156411031306933505e-02,1.867178307925538572e-01,1.137530720210004759e-01,1.970555568543096436e-01
1.129073969715185255e-01,-1.581482992130592014e-01,2.086996418391161984e-02,-7.993194924537057322e-02,1.137301318221063118e-01,8.276486780542753260e-03,-1.064731584840579171e-01,-2.684945982043860507e-02,4.439175854203449012e-02,4.633209181199608034e-02
2.469699102512048008e-02,-5.233373680341334849e-02,-7.257607431215462764e-04,1.936101087479496705e-02,5.333756282318423414e-02,-4.160951631776145521e-02,1.896904867520460627e-02,-8.960325057054337183e-02,6.622210055898865300e-02,-2.639405340575540562e-02
-1.346935414476337911e-01,-6.129624211191496419e-02,-1.347014158243734772e-01,-1.030796026379032088e-01,-7.172611003615325664e-03,-1.070554886464488847e-01,1.053881243888915298e-01,2.344523545355678418e-02,-8.350457270732095094e-02,6.406559359887422798e-05
5.443984852593042323e-02,1.731901853088992776e-02,-1.940812940237263973e-01,-1.446942590385300598e-01,2.682480401314488519e-02,-8.162407579836116617e-03,2.521961850978830522e-01,9.653222242949281717e-02,-3.709421047906718005e-01,-5.904618135287425379e-02
