1.647136697986776588e-01,-2.578931639980310692e-02,-3.689066540380622761e-02,1.337245767825577525e-01,-5.357465056565401118e-02,-9.108624586212124563e-02,1.510773233429536511e-01,1.168404229899996753e-02,-5.031578553918075736e-02,-4.077770459196695257e-02
-8.001518870008016149e-03,9.412812318662763800e-02,4.152480363135929720e-02,1.820077571659960702e-01,-9.776135274679194354e-02,7.585628245010413162e-02,-7.136790517709983017e-02,-6.535009957231822930e-02,-5.017690755138406317e-02,-1.766747020772135857e-01
-6.118314345988741243e-01,-1.302095436130179251e-01,-3.539985608974519516e-03,-2.358341692346881679e-01,4.125097639544291761e-01,2.764892749847153719e-01,-1.471815844131167950e-01,4.463580749353610738e-02,1.414122323794092528e-02,-2.552292194248959034e-01
1.920000296538181828e-01,3.990856716294258894e-02,-6.644234935629952932e-02,-1.573179348648710146e-02,-2.040880147447289572e-01,-3.817924837361189733e-02,4.660576009384097274e-02,-5.646676229825256521e-02,1.907294774332893988e-02,3.614087006500802945e-01
-5.227035682094733904e-01,2.714881771448784606e-02,-1.654626939122488261e-01,-1.826936329121579272e-01,2.629341977434546118e-01,1.432618570203373319e-03,-1.121643758887577169e-01,-4.127161625262286415e-02,-1.484555972616249768e-02,-1.648898279975536674e-01
1.611496237837302115e-01,5.219354651282116786e-02,-1.028158859917110424e-01,7.675392767083036305e-02,-7.094827706963618974e-02,-3.882617489062558519e-02,-3.435287025259619459e-02,2.407766833171865947e-02,-1.346470641232508092e-01,1.837349104085617135e-01
1.688262375536131732e-01,4.073385092498779149e-03,-5.040757583531237096e-02,1.085997182833834396e-01,3.080194012966754880e-01,1.819783010950704605e-01,-1.301496193079465513e-01,-4.642209025263940164e-02,5.123730858916921566e-02,4.018100712735508395e-01
-2.033807996574893071e-02,7.680185571777097637e-04,1.794214903479642714e-02,8.764310533003337456e-02,7.544447419105707042e-02,3.967807052321663946e-02,1.647429510849136511e-02,4.566742466049322768e-02,6.062759343841664372e-02,-1.411316947271103739e-01
-2.640417946239256852e-02,-3.810789372543333525e-02,1.311691623251904082e-01,-4.470406448857287135e-02,-7.239356286231397597e-01,-5.271023566134472871e-01,3.631166722155827753e-02,-6.806522088179964292e-02,-2.610347855797275421e-02,4.854666725360762825e-01
2.417473531077393989e-01,-1.339332416197896169e-01,4.330863823962360221e-02,8.056212623486955215e-02,-6.838670281866765510e-02,-7.652020833469290462e-02,-1.649763829794913955e-02,-8.873441075883783946e-02,-9.899453076484816816e-02,3.017692367928124786e-01
