5.058873096390804208e-02,-1.242626370544811822e-02
6.126726348573682812e-02,-1.407618257067140000e-01
9.931397082801569909e-02,-1.506234710687309464e-01
-1.269420677252284212e-02,4.225203454396903729e-02
3.071567111338222023e-02,6.290018175326200778e-02
4.789272512997191922e-02,4.455949347318777926e-02
8.097716986832144415e-02,4.352543426899911638e-02
3.061606318809110216e-04,3.486715379860089170e-02
6.891608723295006809e-03,8.987977849959029319e-02
-1.119977875072417084e-01,-1.181900705598135370e-01
-1.169340938961810072e-01,1.047850105558662676e-01
1.498277310556677122e-01,3.403280064262199575e-03
-3.916681409948170184e-02,-1.494342940246327356e-01
-1.235657919883745570e-01,-8.552675247983027376e-03
1.935114455458228355e-03,-2.649729603691661217e-02
