-1.823794483696947466e-01,1.826892511866146790e-02,-8.246223094975575763e-02,-4.740012869363764009e-02,2.054933494266306393e-01,-3.705116748575425917e-02,2.244109679265328949e-01,-1.661830114836122807e-01,-1.288737334726391404e-01,1.089222323846843338e-01,5.120557256366236043e-01,4.439976276103162894e-02,-2.641747459483483398e-02,4.145960611371906079e-01,-4.822781881290436057e-02,-1.443352648631631985e-01,-3.973680193190898269e-01,-1.001332147927583294e-01,5.212041072997965901e-02,-3.081636993106144293e-02
-6.949681208768032636e-02,8.367848676323284482e-03,1.850044252444358814e-02,-2.846081530219762151e-02,-7.650714175005143836e-02,1.162976950883393701e-01,3.222844071343321931e-02,-1.353605359123447316e-01,-5.420657379370349971e-02,-6.237588464095967025e-03,-6.860544498699740028e-03,4.819314399887569128e-02,-8.870697047623535281e-02,1.247602742622006267e-01,2.393930301443326220e-02,-6.350712489110171832e-02,-4.052136958189691412e-02,-2.796310104044081798e-02,3.091362249142703966e-02,8.428264016149661017e-03
7.590945468033388766e-02,-9.026626443709929093e-04,-8.418255642710521791e-02,1.994182038355111208e-01,2.180371541942533603e-02,-5.703869383988616898e-02,2.581147338426577342e-02,-1.217716964400842733e-01,1.077444854269252877e-01,3.887101728257644911e-02,5.315051334911113923e-02,3.212262348465930867e-02,1.654653820562333733e-01,1.507086688202170961e-02,1.165622499850907934e-01,-6.794165993960836480e-02,-1.487663266250275895e-01,-9.837517560214959975e-03,-4.069890420226781463e-02,1.030562533594616276e-01
-7.848866077361454918e-01,-6.597118166603201106e-02,-8.459329487228696154e-01,-1.196970471580799805e-01,7.510961097165913536e-01,1.552221308233807731e-02,6.305937976397003597e-01,-6.954038852472173016e-01,-1.056178306975175119e+00,6.391197603948924888e-01,7.966586436505183055e-01,2.319564058985208732e-02,1.419792306367649026e-01,7.632492879634129590e-01,-1.074971409478586298e-01,-3.333238794364045132e-01,-6.716269367612205388e-01,1.254574118784726466e-01,6.522449530986818012e-02,-9.750938683969058440e-02
-6.873342660447592789e-02,-1.485893926075572240e-02,-6.758430167674331357e-02,5.233019552505561479e-03,4.437991803401443967e-03,3.337087144621543600e-02,1.260496775114212653e-01,1.430045522168335304e-01,-9.697699112072358241e-02,5.346561580622238158e-02,-1.150808140037894028e-01,1.070420880626211380e-01,1.523249778932189713e-01,3.942575126748224662e-02,-7.088187061346942763e-02,-4.837894895951583285e-02,6.434600770438762829e-02,-7.750078032784628312e-02,2.549393309181332071e-02,-9.350105875962634594e-02
5.322502120603813669e-01,-1.855550350075475460e-02,5.714070262786822285e-01,7.786413622167287496e-02,-3.522544439115033454e-01,-8.760545612920685177e-02,-3.360916093134044269e-01,3.907302749443988810e-01,2.718189322146396525e-01,3.486045678741894194e-01,-6.569407042280852593e-01,-8.814537137893696528e-02,-5.309559078553338640e-02,-5.093516778281403923e-01,3.686841693371141482e-02,6.597728117112795498e-01,2.745910666557075386e-01,-5.790963121008824849e-02,5.177241282812460738e-02,-1.970945376056393583e-01
2.123850624327877357e-01,-1.190619968730901035e-01,5.056085132011275962e-02,-6.869068848442587416e-02,6.540110428832474065e-02,-1.489754628410662196e-01,9.391549476965735388e-02,1.925004527156025103e-01,5.584593973061446198e-02,-2.129542488424645066e-02,2.397887660588706726e-01,-4.971272730989562821e-02,-8.895357334120014559e-02,2.959600136746795007e-01,4.053292968855997172e-03,5.419691872928341508e-02,1.709045787356660018e-01,1.664530453573483462e-02,4.294988850110408735e-03,1.264095387364481127e-01
4.016695664565155810e-01,-5.715091923129285954e-03,3.720557747713927332e-01,-8.650154966982517846e-02,-1.018503667750518399e-01,2.709689546217076278e-02,-3.271656382568875060e-02,4.084539413058520529e-01,3.906093220498600416e-01,1.631014931442640870e-01,-1.219245984004750233e-01,6.871927620871302184e-03,-3.331343767150943269e-02,-2.149592653753879812e-01,-4.633804738423755870e-02,4.275092478517829586e-01,2.835786326668514601e-01,-1.386359223176737016e-02,-1.751681844085500872e-01,1.025927387111525008e-01
4.664070158433527014e-01,-1.020356261621556959e-01,3.579019883140154290e-01,5.070110861906247657e-02,-1.221259700088627442e-01,-3.124748484544525445e-02,2.694483591526201233e-02,2.879115773486134455e-01,2.830220105222235327e-01,9.778561597273892347e-02,-2.625070734990583854e-01,7.013646153254862736e-02,1.331670187841150349e-02,-8.975206708158477154e-02,-1.251142510426208887e-01,3.348940288206195826e-01,4.092358575137422516e-01,-4.942943368285002831e-02,5.865861462269519877e-02,-1.123355467374217292e-01
-4.310361996751465030e-01,4.337119783239259257e-02,-3.477266687326617811e-01,-1.035767773358173549e-01,3.199729658279198974e-01,1.096857472225968994e-01,2.719084556268434039e-01,-3.706000687073933153e-01,-4.331329272545192954e-01,2.994177116614272216e-01,1.799729030159530341e-01,1.096135949996155379e-01,-1.459624225936114739e-01,3.349900875911669407e-01,-1.369619481001486125e-03,-3.992878565175273509e-01,-3.865759650408494563e-01,2.237732716352663475e-03,-1.789249688564246155e-01,-4.777563748854063430e-02
2.216470614968710836e-03,7.227353872382190347e-02,1.142640462176641170e-01,-3.522304713510915342e-02,-1.014414441897127511e-01,1.005601807652681950e-01,-3.886198875384000440e-02,-1.174377312680712909e-01,-1.029306235620577187e-01,-2.733649447129306645e-02,7.466950986664375178e-02,1.680833450878305158e-01,2.686620231736702724e-02,4.299042147301686961e-02,2.470666230884920045e-02,7.869244562476389315e-02,-5.838537644398917453e-02,-9.997186727019968452e-03,1.052217238923160852e-01,3.223494799838803621e-03
4.269057000125093260e-01,9.490104849945672771e-02,3.724888122736154661e-01,-1.579963137774312854e-01,-2.223579253819474022e-01,1.088553469032473575e-01,-2.787490878360769919e-01,2.967550299074342979e-01,5.078405294557113425e-01,3.657194713314605439e-01,-8.394698202369736961e-01,4.357799829977757056e-02,-1.063032239546276708e-01,-6.355379507178761100e-01,4.280865548533938775e-02,5.083044121819252359e-01,1.252412813382803025e-01,-1.336682601700692891e-02,-1.810790088318909533e-03,-1.653851414713114754e-01
3.056696659395619076e-01,2.873065050084771740e-02,3.085479919936941484e-01,-5.519988061551830277e-02,-1.710206887148988109e-01,1.337537242963935114e-01,-2.023995308680295313e-01,4.742731416848208204e-01,2.242076727578203310e-01,3.539690036425386932e-01,-3.970856227258371396e-01,-1.545648405789808999e-01,-1.691526066850083665e-01,-3.466241369490645208e-01,-1.890565070224465849e-01,2.841626408339338328e-01,9.968469225628588670e-02,-8.875059124890857451e-03,1.066236862855963474e-01,-5.997287229379625467e-02
-5.250982747839488818e-01,-4.104565063169615668e-02,-3.611286829707221480e-01,-1.335252929297586211e-01,3.458890640413939122e-01,-1.479228918460057385e-01,3.764713409301571057e-01,-3.600345344915368839e-01,-4.240565190791313888e-01,2.852015276739109928e-01,3.789105424036097736e-01,-2.036319604556328586e-02,-1.468477042992235304e-01,4.284299583939656375e-01,-6.675108708753899056e-02,-2.858112223054264378e-01,-5.339935044494876770e-01,-3.361577166314125287e-02,-3.955843363177542066e-02,-1.925256442089699205e-01
-4.840334270998126742e-01,-5.690684483979362857e-02,-6.659705991946033299e-01,5.346762900268191288e-02,5.025067102421746368e-01,7.669714697052684715e-02,2.371845520711999000e-01,-6.375415109703930217e-01,-6.298322867039289896e-01,5.092710003427034643e-02,3.232831206828406523e-01,-1.117322579821046075e-01,2.539641941444297293e-02,2.592411984386235879e-01,5.539868393862121265e-02,-5.233458893518603272e-01,-7.447516852558557776e-01,3.702650721972848558e-02,-9.983796426543016522e-02,-1.242557530481373795e-01
4.153387871632574502e-01,9.272378367068120908e-02,4.109128354092349555e-01,-8.758701646009808828e-02,-3.717498738331538877e-01,-9.190177506043469609e-04,-1.414874292763404484e-01,2.724758704112286156e-01,4.792078910063280461e-01,2.713375613914254525e-01,-4.071383058982976921e-01,8.270995952485091229e-02,-1.008824308258702944e-02,-3.770210329433495988e-01,-7.403866938209353876e-02,4.913768926132639492e-01,1.544639483732065666e-01,-4.316717381184421998e-02,1.387348942482450297e-02,-1.391352799157212494e-01
