-3.883196763589565337e-01,3.214771547562481624e-01,-5.168354173677272012e-01,5.547377904544566890e-03,-4.186698251945323440e-02,4.620683138370630938e-01,-2.542577007044472537e-01,4.744116788581546063e-01,-4.038806224035196846e-01,-9.007134413712278298e-02
1.709902406394551294e-02,4.580567959043132381e-02,1.127638327983287170e-01,-1.173176985228166214e-01,-7.770578735319620678e-02,-6.197476866854156191e-02,-8.399366731782625939e-02,-5.411309569608355879e-02,-5.689089460391826697e-02,-1.659733055110998445e-02
-2.343330494006246600e-01,2.086043898268817587e-01,-9.797472721378841509e-02,1.027984170426209237e-01,-1.573324176987882933e-02,2.816107354309624333e-01,-2.195976144625079104e-02,2.564928191670728386e-01,-6.691015792140392326e-02,8.908967630371449065e-02
4.231213034391062555e-01,-1.244244526169509396e-01,2.012829517824117898e-01,6.236181335489184019e-02,-1.825740423029765247e-01,-1.138788162639191304e-01,2.072853369769865617e-01,-3.299220270640067232e-02,1.229214600379000960e-01,1.008718738886074939e-01
5.325841796316159726e-01,-2.481323496496715963e-01,2.167421233642667089e-01,1.769810399556478731e-01,-3.571164097108793511e-02,-2.506259124107380054e-01,4.298032451044285218e-01,-3.025520259874466822e-01,1.781629008544018400e-01,-4.446929586893669933e-02
-3.996719926641088133e-02,2.468214038189397441e-01,-1.546915121207818322e-01,1.237522654109176889e-01,-4.338130778104073298e-02,2.652402416859767076e-01,-2.098409916657917873e-01,3.343931423794452296e-01,-5.194184123457634000e-02,-1.642110749818328705e-02
-2.101646961280495898e-02,3.595546981068407089e-01,-1.975896266344097929e-01,-1.501938990918332550e-01,2.516840118874209831e-02,3.723918710587402203e-01,-1.110901683427071712e-01,2.456561974146245220e-01,-7.440454344833186129e-02,-7.039240809050127667e-02
-1.722737491384580544e-01,2.866145969253913739e-01,-4.176865562373880542e-02,-5.077259916295781550e-02,2.336074071603420205e-02,4.864338586592932279e-01,-9.976260575968699806e-02,3.150838807529353081e-01,-7.395139827031113611e-02,-8.885251627379224526e-02
-1.140560258297279306e-01,4.289738587244799062e-01,-1.045011083281736780e-01,-1.036694264671481347e-01,-1.275600840785274560e-02,3.784559464606560564e-01,-4.898269852937763014e-02,1.716820549581962452e-01,-2.067635398204413499e-01,-1.969566132861939184e-02
4.736002887632976277e-01,6.574119392230790004e-02,2.708889302522671239e-01,-1.207999849579733664e-01,8.689646822599742318e-03,-3.045895018473240290e-01,3.470384901557616031e-01,-6.785537029396634945e-02,4.479212922075025971e-01,-6.031061587167396015e-02
