1.492291485857465128e-02,1.481822611161229264e-02,1.492291485961323022e-02,1.481822611265087158e-02,8.267371549428142660e-03,8.385289689607805519e-03,6.655508297874403179e-03,6.432886644515421574e-03,3.501127210461559902e-08,4.977748906523852062e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.038579198019828514e-12,1.038579198019828514e-12
1.415384714928010108e-02,1.480967306273786067e-02,1.415384715031617856e-02,1.480967306377393815e-02,8.018627194687630994e-03,8.377425315137290371e-03,6.135177278825678163e-03,6.432203129888240840e-03,4.267576679180031366e-08,4.461771232873059873e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.036078030261024029e-12,1.036078030261024029e-12
1.424026379594863986e-02,1.480730485941372104e-02,1.424026379698431662e-02,1.480730486044939780e-02,8.026447111020101888e-03,8.373012050447124766e-03,6.213778400969289552e-03,6.434244131435117552e-03,3.828395924895777060e-08,4.867753147765921691e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035676211140399942e-12,1.035676211140399942e-12
1.437281559763915577e-02,1.480928923068969456e-02,1.437281559867478048e-02,1.480928923172531927e-02,8.097754778510981785e-03,8.373732987170465214e-03,6.275008867338545057e-03,6.435506950939974026e-03,5.195178962900093907e-08,4.929257925666311763e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035624458958568919e-12,1.035624458958568919e-12
1.436357809936675278e-02,1.481645872986130617e-02,1.436357810040236188e-02,1.481645873089691527e-02,8.102294003230059785e-03,8.381284275720438798e-03,6.261241468876213752e-03,6.435124977709488422e-03,4.262726047799180809e-08,4.947643137893281591e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035608962466287820e-12,1.035608962466287820e-12
1.413585549862063882e-02,1.482071747315325677e-02,1.413585549965624619e-02,1.482071747418886414e-02,7.920523186217691067e-03,8.385676823839038549e-03,6.215282993450550048e-03,6.434991147123465469e-03,4.931895239742772422e-08,4.950219075282098955e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035606702087755378e-12,1.035606702087755378e-12
1.480294389705689301e-02,1.482575781510132688e-02,1.480294389809249864e-02,1.482575781613693251e-02,8.419179803865403655e-03,8.386265555743802058e-03,6.383712234991734992e-03,6.439442754138753264e-03,5.185819975454911306e-08,4.950521877227707074e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035606364434861268e-12,1.035606364434861268e-12
1.481316965336538366e-02,1.481895365101580653e-02,1.481316965440098929e-02,1.481895365205141216e-02,8.298417853852777318e-03,8.379137883356486960e-03,6.514707665104467818e-03,6.439766261607936249e-03,4.413440813906639308e-08,4.950605138395620988e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035606165716085363e-12,1.035606165716085363e-12
1.390970637609361370e-02,1.481576807308079835e-02,1.390970637712921933e-02,1.481576807411640398e-02,7.868998107572775652e-03,8.374910131014457262e-03,6.040665168776493399e-03,6.440808435921930621e-03,4.309974434515813059e-08,4.950614441018506804e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035606019286984803e-12,1.035606019286984803e-12
1.470080882189305459e-02,1.481455793906020189e-02,1.470080882292866022e-02,1.481455794009580752e-02,8.315683835439879532e-03,8.374006376111178471e-03,6.385071700289486098e-03,6.440502056805796904e-03,5.328616368733596978e-08,4.950614322566125957e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035605916988300714e-12,1.035605916988300714e-12
