-4.190021948561720166e-02,4.191892331637074309e-01
-1.685562146294173475e-02,-5.931684135728613333e-02
-1.549055745108742221e-01,-1.416550907498299698e-02
1.686553001257175555e-01,2.108957195349379921e-01
3.323644696460112957e-01,6.738413277704900783e-02
1.429142713237882834e-01,5.944748119624886085e-02
-4.299138385104392390e-02,-1.352560377978658801e-01
-2.508009430145939633e-02,-6.912965621004873995e-02
-8.145317844153389386e-02,-5.784335975961465981e-02
-3.244810362374514479e-01,9.350338064858625120e-03
