-1.623635310969113732e-01,3.676466331147196925e-02,1.959140369819210251e-03,8.395892744031428767e-02,-6.509758541249067998e-02,-1.105978755859872292e-01,1.181578722921445140e-01,-1.987180566755629429e-01,3.737509830273502004e-02,-1.675765894909757581e-01,3.994103479087058456e-02,-1.695086930455566576e-02,3.938437362443367173e-02,4.528385360132620996e-02,5.633567035383296034e-02
1.763527437967510672e-02,6.237950130139969379e-02,-9.429914129331272432e-02,-7.845731648722244211e-02,1.516534725276531825e-01,3.475664219998853693e-02,1.344539656953971651e-01,-8.263075158124018327e-02,1.170918759768813655e-01,1.735945227719246642e-01,-8.581225010446622004e-02,-1.203089921259660328e-01,4.719126905096821673e-02,-1.078274141748260806e-01,-1.404269548962451819e-01
3.515526020261324630e-02,-1.471251162624678810e-01,-6.604484899670026721e-02,-1.424404600636334887e-02,3.327349561775398614e-03,6.494832342517396773e-02,-2.469647630864133664e-02,-1.462669744300457500e-02,-6.269812231329507934e-02,6.841811534236452719e-02,3.492277515119904252e-02,2.065419603215807361e-03,6.859846911349125331e-02,5.283810694260267227e-02,-7.223149394710841331e-02
8.998656014796156330e-03,-2.982435545637461549e-02,-8.348013904421769382e-02,-8.154574710178930791e-03,-1.134476337220600706e-01,-1.265349496598565382e-01,-1.125375606757679087e-01,-8.961672446851350060e-02,6.130761164975261773e-02,1.313615000710029457e-01,1.237678741199659677e-01,1.446951768331694033e-01,-4.252999423439803722e-02,-6.245930249877328783e-02,-8.041542187137358522e-02
5.260487464400896707e-02,-2.761296038841057690e-02,-1.016046386792698319e-01,-3.622609456404004419e-02,1.165412891269227980e-01,-3.462178903126913749e-03,-1.650896251346553045e-01,1.669807356319340241e-01,6.755754977448388821e-02,1.424726323918737159e-01,3.946388642563994353e-02,-1.872278516120866321e-01,9.623570750827729892e-02,9.476094037382429280e-02,4.801212597084390798e-02
-7.391535213608835253e-02,-7.186171966664604838e-02,1.645973918393318913e-01,-1.645848572645968455e-01,-1.880974233059830303e-01,-8.494666989497372603e-03,-1.323838143666502265e-01,4.825651838038403502e-02,1.076611472534132023e-02,1.945679615480718772e-01,5.471265056051898695e-02,-1.331013485933925933e-01,1.979094277093195950e-02,5.673660547835551043e-02,-9.189815972881340209e-03
-7.242534017266645530e-02,4.696483264594947249e-02,-4.353879590441234876e-02,-6.266348613750898078e-02,-4.552858549476207495e-03,2.675220726263227364e-02,-3.638871936748956301e-03,-8.168780207337225652e-02,-8.764062126693387966e-02,2.793592853391657291e-02,-8.869200201830644559e-02,8.979177501189956889e-02,-3.342073000513073183e-02,-5.454099007691037837e-02,6.194677934340585279e-02
8.266635308720449854e-03,-9.533643217461972019e-02,-1.380141413680655571e-01,-3.221765466472702871e-02,-6.729174412152369444e-02,2.613277782540348454e-02,1.147407601879583128e-01,-8.662655059137105984e-02,-1.011484081551216191e-01,1.067485300783824476e-01,8.092275846565412725e-03,-6.006017032983243954e-04,-1.636655269816757741e-01,-1.907471189741200557e-01,-8.876420593736539244e-02
-3.390622791247888818e-02,-3.849355179055877815e-03,-9.601842789065041794e-02,-3.117910042005607105e-03,1.696759061823485404e-01,6.534601466740563858e-04,-6.718838921095112923e-03,-1.768828048391181060e-02,-6.800056774288697030e-03,1.655149894567371771e-02,3.300046527799842949e-02,2.557347581161488470e-03,-3.135612950021885587e-02,1.460227813593436563e-01,-7.734697683835321802e-02
5.634966627312638227e-02,-3.524428950785625514e-02,1.426610694914549338e-01,3.651114469173823845e-02,1.655696952862031612e-01,4.027971576149456251e-03,-5.345821056024694512e-02,8.556230680887778189e-03,1.048498124724634856e-01,-8.520109712983832406e-02,1.317298369912030080e-02,-4.733817709874467428e-02,-2.890829614426652927e-02,2.875358235268755946e-02,-1.773793882720861581e-01
-8.560369600462312822e-02,-5.648841365609295201e-02,-2.925914388225059684e-02,-1.844748238132716892e-02,1.558487159143104595e-01,-1.047729445402313941e-01,3.229864100548333807e-03,-1.700575146421716421e-02,7.655635445344395607e-02,4.029389595534850488e-02,1.171263956291954539e-01,-5.331259842400012938e-02,-1.024454194847238125e-01,-1.126947500054010926e-01,-1.606787516855258738e-02
-3.831362075516266119e-02,-1.742020925482498372e-01,-8.486328118262580211e-02,1.940529817966943904e-01,-9.821102505446823241e-03,1.043778003265431603e-01,1.036740733828329653e-01,-1.858359730329965653e-01,6.853543031679547141e-03,7.306990542950207723e-02,-1.073446664811500695e-01,-1.740009111432112565e-01,4.477361906357016363e-02,-3.155160546265769334e-02,4.282971360918447906e-02
4.578257858116265705e-02,-1.048023116587954717e-01,2.519893890343746432e-02,-2.147352007425610068e-02,1.765347065792907399e-01,6.044145941895144591e-02,7.993166212972063756e-02,8.602335773696162535e-02,-2.687529807824375061e-02,-3.712410458896810150e-02,-1.608994502835185345e-02,-5.730674782075004248e-02,-5.974006793001612747e-03,-4.338970858045944345e-02,5.232838301155520039e-02
4.611592101450417286e-02,-3.982701798114192393e-02,5.882728418174898617e-03,1.384622405250337564e-02,-1.869018864931823454e-01,-4.460214072119864787e-02,-4.248518053998533162e-02,1.279823973626796063e-01,7.556822549006921019e-02,-1.262251284825537945e-01,-8.672683639541773747e-04,-7.602684484422191080e-02,-3.486145756012341834e-02,-9.727107056709874411e-02,-3.029519133664341363e-02
-1.678980016581124446e-01,-1.084017650129492222e-02,9.321813244125219666e-02,-8.814706681903214380e-02,-3.155682781042397356e-02,6.465488632257371249e-02,1.959565266627735433e-02,1.662623515704589050e-01,4.131652031214770593e-02,-2.292402693207897576e-03,-1.452193244455408094e-01,-8.238302242293085720e-02,-1.460440278796476810e-01,3.962907524171208756e-02,-1.109339739904747490e-01
